SPEAKER,VOWEL,AGE,SEX,F1,F2,F3
40,ah,adult,female,816,1450,2700
40,ah,adult,female,858,1500,2700
40,aa,adult,female,960,1280,3000
40,aa,adult,female,1040,1300,3000
40,ao,adult,female,520,880,2500
40,ao,adult,female,574,890,2510
40,uh,adult,female,466,1330,2750
40,uh,adult,female,466,1165,2800
40,uw,adult,female,300,850,2800
40,uw,adult,female,350,840,2750
40,er,adult,female,432,1790,2060
40,er,adult,female,360,1900,2320
41,iy,adult,female,337,2700,3300
41,iy,adult,female,340,2720,3200
41,ih,adult,female,474,2370,3095
41,ih,adult,female,475,2400,3090
41,eh,adult,female,526,2360,3090
41,eh,adult,female,580,2360,3150
41,ae,adult,female,690,2185,2990
41,ae,adult,female,660,2200,3020
41,ah,adult,female,675,1551,2923
41,ah,adult,female,690,1630,2900
41,aa,adult,female,845,1334,2890
41,aa,adult,female,888,1290,2800
41,ao,adult,female,631,923,2250
41,ao,adult,female,543,980,2300
41,uh,adult,female,537,1360,2920
41,uh,adult,female,480,1345,2680
41,uw,adult,female,400,1180,2760
41,uw,adult,female,396,1120,2560
41,er,adult,female,450,1640,2250
41,er,adult,female,489,1630,2090
42,iy,adult,female,225,2760,3900
42,iy,adult,female,230,2850,3800
42,ih,adult,female,429,2560,3200
42,ih,adult,female,430,2575,3100
42,eh,adult,female,579,2570,3300
42,eh,adult,female,536,2570,3100
42,ae,adult,female,823,2220,2870
42,ae,adult,female,800,2100,2900
42,ah,adult,female,750,1500,2750
42,ah,adult,female,738,1300,2820
42,aa,adult,female,840,1300,3100
42,aa,adult,female,990,1340,3100
42,ao,adult,female,579,856,2790
42,ao,adult,female,545,905,2750
42,uh,adult,female,490,1220,2610
42,uh,adult,female,513,1500,2650
42,uw,adult,female,400,1250,2500
42,uw,adult,female,405,1080,2500
42,er,adult,female,466,1860,2260
42,er,adult,female,540,1780,2220
43,iy,adult,female,290,3000,3840
43,iy,adult,female,325,2900,3500
43,ih,adult,female,500,2370,3120
43,ih,adult,female,476,2380,3090
43,eh,adult,female,760,2380,3205
43,eh,adult,female,746,2290,3030
43,ae,adult,female,1008,1990,2870
43,ae,adult,female,1040,2000,2800
43,ah,adult,female,830,1540,2860
43,ah,adult,female,900,1510,2840
43,aa,adult,female,970,1343,3018
43,aa,adult,female,592,1230,2600
43,ao,adult,female,650,900,2920
43,ao,adult,female,687,1060,2780
43,uh,adult,female,512,1211,2630
43,uh,adult,female,467,1167,2595
43,uw,adult,female,450,875,2750
43,uw,adult,female,420,935,2710
43,er,adult,female,622,1750,2070
43,er,adult,female,652,1710,2043
44,iy,adult,female,275,2800,3310
44,iy,adult,female,245,2800,3300
44,ih,adult,female,534,2500,3250
44,ih,adult,female,528,2640,3370
44,eh,adult,female,700,2380,3250
44,eh,adult,female,750,2480,3000
44,ae,adult,female,1020,1900,2960
44,ae,adult,female,1005,2050,2870
44,ah,adult,female,750,1500,2850
44,ah,adult,female,850,1400,2750
44,aa,adult,female,978,1290,2840
44,aa,adult,female,935,1230,2730
44,ao,adult,female,500,750,2750
44,ao,adult,female,632,850,2850
44,uh,adult,female,350,1170,2750
44,uh,adult,female,450,1000,2800
44,uw,adult,female,358,640,2560
44,uw,adult,female,300,750,2500
44,er,adult,female,520,1560,1820
44,er,adult,female,500,1500,1750
45,iy,adult,female,236,2790,3760
45,iy,adult,female,242,2770,3800
45,ih,adult,female,444,2555,3110
45,ih,adult,female,420,2700,3120
45,eh,adult,female,634,2325,2940
45,eh,adult,female,608,2475,3100
45,ae,adult,female,1010,2060,2900
45,ae,adult,female,980,2160,2920
45,ah,adult,female,818,1450,2500
45,ah,adult,female,750,1280,2650
45,aa,adult,female,820,1200,2640
45,aa,adult,female,900,1120,2900
45,ao,adult,female,440,749,2640
45,ao,adult,female,567,752,2600
45,uh,adult,female,460,1045,2504
45,uh,adult,female,480,1105,2400
45,uw,adult,female,420,1000,2500
45,uw,adult,female,350,1100,2400
45,er,adult,female,487,1500,1780
45,er,adult,female,467,1420,1640
46,iy,adult,female,360,2920,3400
46,iy,adult,female,340,2840,3300
46,ih,adult,female,514,2570,3070
46,ih,adult,female,500,2680,3260
46,eh,adult,female,650,2495,3090
46,eh,adult,female,650,2380,3030
46,ae,adult,female,1020,2030,2700
46,ae,adult,female,1000,2200,2770
46,ah,adult,female,788,1462,2920
46,ah,adult,female,736,1500,2900
46,aa,adult,female,987,1330,2830
46,aa,adult,female,1009,1415,3080
46,ao,adult,female,672,1084,2495
46,ao,adult,female,627,1045,2504
46,uh,adult,female,500,1200,2450
46,uh,adult,female,460,1150,2880
46,uw,adult,female,420,990,2860
46,uw,adult,female,380,893,2920
46,er,adult,female,610,1630,2020
46,er,adult,female,585,1700,1850
47,iy,adult,female,285,2900,3500
47,iy,adult,female,310,2900,3400
47,ih,adult,female,480,2670,3260
47,ih,adult,female,440,2620,3380
47,eh,adult,female,550,2370,3140
47,eh,adult,female,520,2340,3040
47,ae,adult,female,790,2180,3020
47,ae,adult,female,840,2160,3020
47,ah,adult,female,840,1400,2750
47,ah,adult,female,760,1330,2950
47,aa,adult,female,900,1290,2750
47,aa,adult,female,900,1240,3110
47,ao,adult,female,700,1050,2750
47,ao,adult,female,720,1080,3030
47,uh,adult,female,540,1200,2860
47,uh,adult,female,570,1200,2970
47,uw,adult,female,400,980,2630
47,uw,adult,female,440,990,2900
47,er,adult,female,570,2000,2480
47,er,adult,female,510,1850,2350
48,iy,adult,female,340,2750,3120
48,iy,adult,female,360,2760,3120
48,ih,adult,female,480,2390,2950
48,ih,adult,female,520,2450,3000
48,eh,adult,female,620,2520,2920
48,eh,adult,female,620,2440,2880
48,ae,adult,female,1110,2160,2700
48,ae,adult,female,1070,1960,2750
48,ah,adult,female,820,1240,2600
48,ah,adult,female,860,1300,2670
48,aa,adult,female,840,1110,2930
48,aa,adult,female,850,1120,2850
48,ao,adult,female,500,700,2930
48,ao,adult,female,380,720,2700
48,uh,adult,female,400,940,2820
48,uh,adult,female,380,860,2680
48,uw,adult,female,330,760,2870
48,uw,adult,female,350,710,2760
48,er,adult,female,550,1780,2080
48,er,adult,female,600,1750,2000
49,iy,adult,female,320,2360,2980
49,iy,adult,female,304,2380,3050
49,ih,adult,female,444,2220,2740
49,ih,adult,female,420,2090,2780
49,eh,adult,female,500,2350,2830
49,eh,adult,female,600,2200,2700
49,ae,adult,female,845,1700,2300
49,ae,adult,female,860,1724,2530
49,ah,adult,female,720,1440,2380
49,ah,adult,female,707,1470,2440
49,aa,adult,female,700,1080,2420
49,aa,adult,female,767,1150,2590
49,ao,adult,female,600,860,2410
49,ao,adult,female,600,900,2400
49,uh,adult,female,546,1090,2400
49,uh,adult,female,462,1240,2310
49,uw,adult,female,360,930,2260
49,uw,adult,female,440,1100,2300
49,er,adult,female,540,1400,1800
49,er,adult,female,460,1350,1560
50,iy,adult,female,406,2600,2945
50,iy,adult,female,400,2600,3100
50,ih,adult,female,460,2300,2800
50,ih,adult,female,420,2305,2835
50,eh,adult,female,570,2100,2720
50,eh,adult,female,538,2175,2880
50,ae,adult,female,850,1853,2685
50,ae,adult,female,830,1800,2620
50,ah,adult,female,720,1500,2560
50,ah,adult,female,800,1400,2420
50,aa,adult,female,915,1280,2530
50,aa,adult,female,723,1196,2600
50,ao,adult,female,575,1073,2490
50,ao,adult,female,600,1100,2600
50,uh,adult,female,520,1210,2420
50,uh,adult,female,468,1275,2550
50,uw,adult,female,370,1000,2470
50,uw,adult,female,330,970,2460
50,er,adult,female,560,1600,1900
50,er,adult,female,514,1540,1955
51,iy,adult,female,380,2880,3360
51,iy,adult,female,380,2820,3300
51,ih,adult,female,514,2600,2930
51,ih,adult,female,473,2660,2970
51,eh,adult,female,567,2460,3122
51,eh,adult,female,521,2460,2920
51,ae,adult,female,808,2070,2880
51,ae,adult,female,678,2420,3080
51,ah,adult,female,800,1340,2700
51,ah,adult,female,772,1280,2660
51,aa,adult,female,843,1190,2860
51,aa,adult,female,740,1160,2780
51,ao,adult,female,623,1022,2700
51,ao,adult,female,594,990,2640
51,uh,adult,female,480,960,2820
51,uh,adult,female,484,900,2640
51,uw,adult,female,370,933,2520
51,uw,adult,female,325,750,2500
51,er,adult,female,450,1680,2050
51,er,adult,female,466,1630,1865
52,iy,adult,female,320,2750,3100
52,iy,adult,female,356,2755,3200
52,ih,adult,female,388,2622,3050
52,ih,adult,female,426,2460,3040
52,eh,adult,female,592,2242,2765
52,eh,adult,female,535,2290,2870
52,ae,adult,female,750,2060,2770
52,ae,adult,female,650,2110,2618
52,ah,adult,female,618,1518,2700
52,ah,adult,female,624,1430,2660
52,aa,adult,female,766,1180,2340
52,aa,adult,female,750,1065,2640
52,ao,adult,female,595,918,2600
52,ao,adult,female,630,985,2630
52,uh,adult,female,420,1200,2600
52,uh,adult,female,460,1260,2640
52,uw,adult,female,375,1124,2685
52,uw,adult,female,375,1143,2700
52,er,adult,female,504,1565,1835
52,er,adult,female,513,1578,1830
53,iy,adult,female,357,2800,3360
53,iy,adult,female,340,2860,3350
53,ih,adult,female,480,2600,3060
53,ih,adult,female,465,2598,3060
53,eh,adult,female,700,2350,2980
53,eh,adult,female,737,2325,3100
53,ae,adult,female,960,2100,3000
53,ae,adult,female,1030,2200,3260
53,ah,adult,female,920,1512,2950
53,ah,adult,female,910,1688,3050
53,aa,adult,female,990,1237,2360
53,aa,adult,female,987,1172,3180
53,ao,adult,female,587,1068,3270
53,ao,adult,female,560,990,3150
53,uh,adult,female,520,1350,3190
53,uh,adult,female,510,1415,3130
53,uw,adult,female,420,1045,3060
53,uw,adult,female,390,960,3030
53,er,adult,female,460,1860,2250
53,er,adult,female,504,1820,2290
54,iy,adult,female,240,2760,3700
54,iy,adult,female,220,2850,3800
54,ih,adult,female,319,2500,3020
54,ih,adult,female,324,2500,3010
54,eh,adult,female,616,2380,2900
54,eh,adult,female,615,2300,2800
54,ae,adult,female,710,2120,2600
54,ae,adult,female,690,2250,2680
54,ah,adult,female,800,1520,2380
54,ah,adult,female,780,1470,2400
54,aa,adult,female,995,1392,2290
54,aa,adult,female,1000,1400,2440
54,ao,adult,female,656,944,2250
54,ao,adult,female,720,960,2380
54,uh,adult,female,335,1049,2470
54,uh,adult,female,420,1009,2300
54,uw,adult,female,329,877,2550
54,uw,adult,female,340,900,2530
54,er,adult,female,400,1380,1560
54,er,adult,female,400,1240,1480
55,iy,adult,female,286,2800,3550
55,iy,adult,female,289,2800,3400
55,ih,adult,female,383,2420,3080
55,ih,adult,female,384,2400,3050
55,eh,adult,female,418,2430,3110
55,eh,adult,female,460,2300,3050
55,ae,adult,female,861,2100,2800
55,ae,adult,female,896,2040,3000
55,ah,adult,female,654,1160,2800
55,ah,adult,female,690,1195,2770
55,aa,adult,female,860,1103,2700
55,aa,adult,female,806,1060,2850
55,ao,adult,female,606,910,2900
55,ao,adult,female,583,860,2840
55,uh,adult,female,340,900,2650
55,uh,adult,female,470,1100,2560
55,uw,adult,female,308,1025,2650
55,uw,adult,female,329,1151,2560
55,er,adult,female,533,1425,1830
55,er,adult,female,535,1412,1800
56,iy,adult,female,307,2670,3150
56,iy,adult,female,340,2700,3250
56,ih,adult,female,417,2300,3000
56,ih,adult,female,410,2200,2910
56,eh,adult,female,644,2250,3000
56,eh,adult,female,670,2300,2880
56,ae,adult,female,784,1800,2750
56,ae,adult,female,820,1750,2890
56,ah,adult,female,765,1300,2700
56,ah,adult,female,730,1390,2790
56,aa,adult,female,834,1282,2800
56,aa,adult,female,850,1270,2760
56,ao,adult,female,688,1029,2750
56,ao,adult,female,670,1040,2640
56,uh,adult,female,427,1506,2640
56,uh,adult,female,460,1370,2610
56,uw,adult,female,378,1416,2580
56,uw,adult,female,380,1430,2610
56,er,adult,female,460,1200,1909
56,er,adult,female,410,1580,1800
57,iy,adult,female,384,2860,3210
57,iy,adult,female,375,3000,3400
57,ih,adult,female,460,2665,3140
57,ih,adult,female,467,2680,3150
57,eh,adult,female,640,2400,2860
57,eh,adult,female,630,2530,3030
57,ae,adult,female,700,2560,3150
57,ae,adult,female,675,2510,3145
57,ah,adult,female,768,1440,2855
57,ah,adult,female,794,1447,2920
57,aa,adult,female,978,1362,2724
57,aa,adult,female,933,1350,2610
57,ao,adult,female,700,1080,2810
57,ao,adult,female,720,1090,2840
57,uh,adult,female,500,1215,2870
57,uh,adult,female,500,1240,2860
57,uw,adult,female,470,1000,2820
57,uw,adult,female,378,950,2990
57,er,adult,female,480,1410,1700
57,er,adult,female,493,1580,1775
58,iy,adult,female,320,2900,3200
58,iy,adult,female,290,2750,3050
58,ih,adult,female,460,2380,2940
58,ih,adult,female,480,2260,2980
58,eh,adult,female,640,2220,2900
58,eh,adult,female,670,2250,2960
58,ae,adult,female,950,1970,2890
58,ae,adult,female,980,1950,2920
58,ah,adult,female,750,1280,2760
58,ah,adult,female,770,1340,2800
58,aa,adult,female,950,1130,3160
58,aa,adult,female,850,1150,2940
58,ao,adult,female,530,870,2680
58,ao,adult,female,600,900,2770
58,uh,adult,female,600,1225,2500
58,uh,adult,female,630,1320,2560
58,uw,adult,female,440,1290,2530
58,uw,adult,female,460,1080,2640
58,er,adult,female,600,1500,2000
58,er,adult,female,610,1520,1950
59,iy,adult,female,280,2690,3040
59,iy,adult,female,280,2740,2980
59,ih,adult,female,470,2500,3400
59,ih,adult,female,440,2480,3240
59,eh,adult,female,730,2300,3100
59,eh,adult,female,750,2340,3120
59,ae,adult,female,860,2070,2880
59,ae,adult,female,890,1920,2710
59,ah,adult,female,770,1540,2840
59,ah,adult,female,800,1410,2860
59,aa,adult,female,790,1250,3080
59,aa,adult,female,820,1210,2960
59,ao,adult,female,408,695,3040
59,ao,adult,female,420,590,3100
59,uh,adult,female,500,1230,2520
59,uh,adult,female,480,1230,2750
59,uw,adult,female,419,1050,2850
59,uw,adult,female,390,1060,2800
59,er,adult,female,420,1720,1900
59,er,adult,female,510,1680,1890
60,iy,adult,female,270,2820,3450
60,iy,adult,female,250,2880,3350
60,ih,adult,female,370,2530,3060
60,ih,adult,female,400,2600,3120
60,eh,adult,female,640,2360,3020
60,eh,adult,female,650,2430,3040
60,ae,adult,female,900,2090,3000
60,ae,adult,female,860,2160,2870
60,ah,adult,female,750,1540,2800
60,ah,adult,female,770,1530,2780
60,aa,adult,female,920,1350,2550
60,aa,adult,female,920,1470,2690
60,ao,adult,female,720,1110,2420
60,ao,adult,female,700,1100,2780
60,uh,adult,female,470,1200,2900
60,uh,adult,female,470,1190,2800
60,uw,adult,female,380,980,3100
60,uw,adult,female,340,920,3050
60,er,adult,female,530,1670,2050
60,er,adult,female,500,1720,1900
61,iy,adult,female,310,2740,3200
61,iy,adult,female,262,2680,3170
61,ih,adult,female,450,2310,3020
61,ih,adult,female,472,2270,2950
61,eh,adult,female,640,1980,2920
61,eh,adult,female,700,2110,2940
61,ae,adult,female,810,1860,2620
61,ae,adult,female,890,1800,2700
61,ah,adult,female,710,1340,2780
61,ah,adult,female,740,1470,2940
61,aa,adult,female,830,1020,2650
61,aa,adult,female,830,1095,2610
61,ao,adult,female,600,850,2760
61,ao,adult,female,455,810,2750
61,uh,adult,female,400,1070,2530
61,uh,adult,female,450,1050,2450
61,uw,adult,female,290,670,2380
61,uw,adult,female,330,630,2460
61,er,adult,female,500,1630,2040
61,er,adult,female,490,1580,2190
